Zip Code,State,City,Average Annual Cost,Percent difference from national average,County
92118,California,Coronado,"$1,288.00",-32.00%,San Diego County
91202,California,Glendale,"$1,836.00",-3.00%,Los Angeles County
93610,California,Chowchilla,"$1,550.00",-18.00%,Madera County
94597,California,Walnut Creek,"$1,352.00",-29.00%,Contra Costa County
95746,California,Granite Bay,"$1,374.00",-28.00%,Placer County
92782,California,Tustin,"$1,567.00",-17.00%,Orange County
90404,California,Santa Monica,"$1,846.00",-3.00%,Los Angeles County
94089,California,Sunnyvale,"$1,195.00",-37.00%,Santa Clara County
94030,California,Millbrae,"$1,270.00",-33.00%,San Mateo County
90720,California,Rossmoor,"$1,579.00",-17.00%,Orange County
92354,California,Loma Linda,"$1,692.00",-11.00%,San Bernardino County
95405,California,Santa Rosa,"$1,197.00",-37.00%,Sonoma County
91201,California,Glendale,"$1,794.00",-6.00%,Los Angeles County
92663,California,Newport Beach,"$1,592.00",-16.00%,Orange County
92844,California,Garden Grove,"$1,525.00",-20.00%,Orange County
93212,California,Corcoran,"$1,470.00",-23.00%,Kings County
90732,California,Los Angeles,"$1,592.00",-16.00%,Los Angeles County
93203,California,Arvin,"$1,466.00",-23.00%,Kern County
92225,California,Blythe,"$1,741.00",-8.00%,Riverside County
95135,California,San Jose,"$1,309.00",-31.00%,Santa Clara County
92344,California,Hesperia,"$1,783.00",-6.00%,San Bernardino County
93444,California,Nipomo,"$1,183.00",-38.00%,San Luis Obispo County
95620,California,Dixon,"$1,263.00",-33.00%,Solano County
94596,California,Walnut Creek,"$1,330.00",-30.00%,Contra Costa County
92501,California,Riverside,"$1,644.00",-13.00%,Riverside County
94703,California,Berkeley,"$1,508.00",-21.00%,Alameda County
91101,California,Pasadena,"$1,573.00",-17.00%,Los Angeles County
93263,California,Shafter,"$1,536.00",-19.00%,Kern County
90272,California,Pacific Palisades,"$2,041.00",7.00%,Los Angeles County
92808,California,Anaheim,"$1,702.00",-10.00%,Orange County
90048,California,Los Angeles,"$2,070.00",9.00%,Los Angeles County
92602,California,Irvine,"$1,568.00",-17.00%,Orange County
90068,California,Los Angeles,"$2,088.00",10.00%,Los Angeles County
94579,California,San Leandro,"$1,341.00",-29.00%,Alameda County
95391,California,Mountain House,"$1,379.00",-27.00%,San Joaquin County
95818,California,Sacramento,"$1,386.00",-27.00%,Sacramento County
94706,California,Albany,"$1,380.00",-27.00%,Alameda County
95827,California,Rancho Cordova,"$1,388.00",-27.00%,Sacramento County
95521,California,Arcata,"$1,373.00",-28.00%,Humboldt County
92108,California,San Diego,"$1,300.00",-32.00%,San Diego County
93023,California,Ojai,"$1,309.00",-31.00%,Ventura County
92865,California,Orange,"$1,552.00",-18.00%,Orange County
93560,California,Rosamond,"$1,473.00",-22.00%,Kern County
90717,California,Lomita,"$1,583.00",-17.00%,Los Angeles County
92264,California,Palm Springs,"$1,777.00",-6.00%,Riverside County
92371,California,Phelan,"$1,932.00",2.00%,San Bernardino County
90603,California,Whittier,"$1,643.00",-13.00%,Los Angeles County
95949,California,Grass Valley,"$1,724.00",-9.00%,Nevada County
93630,California,Kerman,"$1,488.00",-22.00%,Fresno County
95965,California,Oroville,"$1,684.00",-11.00%,Butte County
92377,California,Rialto,"$1,682.00",-11.00%,San Bernardino County
91040,California,Sunland,"$1,981.00",4.00%,Los Angeles County
95138,California,San Jose,"$1,301.00",-31.00%,Santa Clara County
92106,California,San Diego,"$1,295.00",-32.00%,San Diego County
93103,California,Santa Barbara,"$1,339.00",-29.00%,Santa Barbara County
90715,California,Lakewood,"$1,843.00",-3.00%,Los Angeles County
94127,California,San Francisco,"$1,537.00",-19.00%,San Francisco County
95819,California,Sacramento,"$1,379.00",-27.00%,Sacramento County
91602,California,North Hollywood,"$1,957.00",3.00%,Los Angeles County
94519,California,Concord,"$1,314.00",-31.00%,Contra Costa County
94503,California,American Canyon,"$1,275.00",-33.00%,Napa County
94019,California,Half Moon Bay,"$1,270.00",-33.00%,San Mateo County
92603,California,Irvine,"$1,572.00",-17.00%,Orange County
91011,California,La Canada Flintridge,"$1,694.00",-11.00%,Los Angeles County
95841,California,North Highlands,"$1,404.00",-26.00%,Sacramento County
90069,California,West Hollywood,"$2,129.00",12.00%,Los Angeles County
95110,California,San Jose,"$1,275.00",-33.00%,Santa Clara County
91361,California,Thousand Oaks,"$1,456.00",-23.00%,Ventura County
96130,California,Susanville,"$1,795.00",-5.00%,Lassen County
94022,California,Los Altos,"$1,203.00",-37.00%,Santa Clara County
91381,California,Stevenson Ranch,"$1,938.00",2.00%,Los Angeles County
92082,California,Valley Center,"$1,589.00",-16.00%,San Diego County
91501,California,Burbank,"$1,901.00",0.00%,Los Angeles County
92887,California,Yorba Linda,"$1,664.00",-12.00%,Orange County
92029,California,Escondido,"$1,517.00",-20.00%,San Diego County
94563,California,Orinda,"$1,371.00",-28.00%,Contra Costa County
90210,California,Beverly Hills,"$2,309.00",22.00%,Los Angeles County
94564,California,Pinole,"$1,316.00",-31.00%,Contra Costa County
90254,California,Hermosa Beach,"$1,588.00",-16.00%,Los Angeles County
95969,California,Paradise,"$1,702.00",-10.00%,Butte County
91390,California,Santa Clarita,"$1,985.00",5.00%,Los Angeles County
91204,California,Glendale,"$1,769.00",-7.00%,Los Angeles County
95519,California,McKinleyville,"$1,376.00",-28.00%,Humboldt County
91345,California,Los Angeles,"$1,935.00",2.00%,Los Angeles County
96161,California,Truckee,"$1,670.00",-12.00%,Nevada County
95366,California,Ripon,"$1,379.00",-27.00%,San Joaquin County
90814,California,Long Beach,"$1,715.00",-10.00%,Los Angeles County
92586,California,Sun City,"$1,593.00",-16.00%,Riverside County
95602,California,Auburn,"$1,515.00",-20.00%,Placer County
92270,California,Rancho Mirage,"$1,663.00",-12.00%,Riverside County
90502,California,West Carson,"$1,582.00",-17.00%,Los Angeles County
93111,California,Santa Barbara,"$1,303.00",-31.00%,Santa Barbara County
93268,California,Taft,"$1,538.00",-19.00%,Kern County
93927,California,Greenfield,"$1,334.00",-30.00%,Monterey County
93210,California,Coalinga,"$1,552.00",-18.00%,Fresno County
92582,California,San Jacinto,"$1,654.00",-13.00%,Riverside County
93015,California,Fillmore,"$1,332.00",-30.00%,Ventura County
94945,California,Novato,"$1,311.00",-31.00%,Marin County
90265,California,Malibu,"$2,190.00",15.00%,Los Angeles County
92587,California,Canyon Lake,"$1,714.00",-10.00%,Riverside County
94949,California,Novato,"$1,305.00",-31.00%,Marin County
91901,California,Alpine,"$1,540.00",-19.00%,San Diego County
91506,California,Burbank,"$1,856.00",-2.00%,Los Angeles County
95959,California,Nevada City,"$1,720.00",-9.00%,Nevada County
91902,California,Chula Vista,"$1,388.00",-27.00%,San Diego County
94595,California,Walnut Creek,"$1,361.00",-28.00%,Contra Costa County
91723,California,Covina,"$1,638.00",-14.00%,Los Angeles County
95334,California,Livingston,"$1,317.00",-31.00%,Merced County
93930,California,King City,"$1,373.00",-28.00%,Monterey County
94301,California,Palo Alto,"$1,189.00",-37.00%,Santa Clara County
95448,California,Healdsburg,"$1,234.00",-35.00%,Sonoma County
93247,California,Lindsay,"$1,425.00",-25.00%,Tulare County
92617,California,Irvine,"$1,582.00",-17.00%,Orange County
94618,California,Oakland,"$1,462.00",-23.00%,Alameda County
93013,California,Carpinteria,"$1,266.00",-33.00%,Santa Barbara County
92610,California,Foothill Ranch,"$1,694.00",-11.00%,Orange County
94702,California,Berkeley,"$1,513.00",-20.00%,Alameda County
93241,California,Lamont,"$1,418.00",-25.00%,Kern County
95816,California,Sacramento,"$1,377.00",-27.00%,Sacramento County
91914,California,Chula Vista,"$1,369.00",-28.00%,San Diego County
93728,California,Fresno,"$1,476.00",-22.00%,Fresno County
91436,California,Encino,"$2,164.00",14.00%,Los Angeles County
90245,California,El Segundo,"$1,556.00",-18.00%,Los Angeles County
93648,California,Parlier,"$1,493.00",-21.00%,Fresno County
90701,California,Artesia,"$1,845.00",-3.00%,Los Angeles County
90670,California,Santa Fe Springs,"$1,858.00",-2.00%,Los Angeles County
95673,California,Rio Linda,"$1,391.00",-27.00%,Sacramento County
94305,California,Stanford,"$1,200.00",-37.00%,Santa Clara County
94612,California,Oakland,"$1,500.00",-21.00%,Alameda County
94960,California,San Anselmo,"$1,420.00",-25.00%,Marin County
93402,California,Los Osos,"$1,117.00",-41.00%,San Luis Obispo County
93631,California,Kingsburg,"$1,463.00",-23.00%,Fresno County
92637,California,Laguna Woods,"$1,667.00",-12.00%,Orange County
94505,California,Discovery Bay,"$1,328.00",-30.00%,Contra Costa County
95963,California,Orland,"$1,546.00",-19.00%,Glenn County
91203,California,Glendale,"$1,776.00",-6.00%,Los Angeles County
95252,California,Valley Springs,"$1,624.00",-14.00%,Calaveras County
93110,California,Santa Barbara,"$1,314.00",-31.00%,Santa Barbara County
94556,California,Moraga,"$1,353.00",-29.00%,Contra Costa County
95422,California,Clearlake,"$1,557.00",-18.00%,Lake County
90623,California,La Palma,"$1,518.00",-20.00%,Orange County
92010,California,Carlsbad,"$1,355.00",-29.00%,San Diego County
95203,California,Stockton,"$1,416.00",-25.00%,San Joaquin County
95304,California,Tracy,"$1,417.00",-25.00%,San Joaquin County
92845,California,Garden Grove,"$1,534.00",-19.00%,Orange County
93950,California,Pacific Grove,"$1,285.00",-32.00%,Monterey County
92866,California,Orange,"$1,535.00",-19.00%,Orange County
90305,California,Inglewood,"$1,955.00",3.00%,Los Angeles County
94502,California,Alameda,"$1,441.00",-24.00%,Alameda County
95066,California,Scotts Valley,"$1,511.00",-20.00%,Santa Cruz County
95368,California,Salida,"$1,320.00",-30.00%,Stanislaus County
94552,California,Castro Valley,"$1,413.00",-26.00%,Alameda County
95650,California,Loomis,"$1,426.00",-25.00%,Placer County
94542,California,Hayward,"$1,362.00",-28.00%,Alameda County
91208,California,Glendale,"$1,849.00",-3.00%,Los Angeles County
95437,California,Fort Bragg,"$1,447.00",-24.00%,Mendocino County
96021,California,Corning,"$1,687.00",-11.00%,Tehama County
90232,California,Culver City,"$1,856.00",-2.00%,Los Angeles County
93250,California,McFarland,"$1,475.00",-22.00%,Kern County
96022,California,Cottonwood,"$1,715.00",-10.00%,Shasta County
93543,California,Sun Village,"$2,185.00",15.00%,Los Angeles County
93221,California,Exeter,"$1,439.00",-24.00%,Tulare County
95605,California,West Sacramento,"$1,376.00",-28.00%,Yolo County
95315,California,Delhi,"$1,332.00",-30.00%,Merced County
93514,California,Bishop,"$1,576.00",-17.00%,Inyo County
95540,California,Fortuna,"$1,402.00",-26.00%,Humboldt County
92408,California,San Bernardino,"$1,659.00",-13.00%,San Bernardino County
94805,California,Richmond,"$1,367.00",-28.00%,Contra Costa County
90716,California,Hawaiian Gardens,"$1,847.00",-3.00%,Los Angeles County
92274,California,Oasis,"$1,736.00",-9.00%,Riverside County
94507,California,Alamo,"$1,358.00",-28.00%,Contra Costa County
95130,California,San Jose,"$1,223.00",-36.00%,Santa Clara County
94041,California,Mountain View,"$1,205.00",-37.00%,Santa Clara County
93505,California,California City,"$1,459.00",-23.00%,Kern County
91377,California,Oak Park,"$1,485.00",-22.00%,Los Angeles County
95817,California,Sacramento,"$1,403.00",-26.00%,Sacramento County
95388,California,Winton,"$1,339.00",-29.00%,Merced County
93723,California,Fresno,"$1,400.00",-26.00%,Fresno County
95490,California,Willits,"$1,579.00",-17.00%,Mendocino County
95030,California,Los Gatos,"$1,269.00",-33.00%,Santa Clara County
94705,California,Berkeley,"$1,464.00",-23.00%,Alameda County
93640,California,Mendota,"$1,530.00",-19.00%,Fresno County
95360,California,Newman,"$1,345.00",-29.00%,Stanislaus County
94108,California,San Francisco,"$1,574.00",-17.00%,San Francisco County
93433,California,Grover Beach,"$1,137.00",-40.00%,San Luis Obispo County
94904,California,Kentfield,"$1,363.00",-28.00%,Marin County
91108,California,San Marino,"$1,528.00",-20.00%,Los Angeles County
92625,California,Corona Del Mar,"$1,564.00",-18.00%,Orange County
92014,California,San Diego,"$1,353.00",-29.00%,San Diego County
93204,California,Avenal,"$1,532.00",-19.00%,Kings County
95357,California,Modesto,"$1,347.00",-29.00%,Stanislaus County
90013,California,Los Angeles,"$2,075.00",9.00%,Los Angeles County
95320,California,Escalon,"$1,407.00",-26.00%,San Joaquin County
94517,California,Clayton,"$1,336.00",-30.00%,Contra Costa County
94105,California,San Francisco,"$1,587.00",-16.00%,San Francisco County
93923,California,Carmel,"$1,304.00",-31.00%,Monterey County
90293,California,Playa Del Rey,"$1,740.00",-8.00%,Los Angeles County
92055,California,Camp Pendleton,"$1,517.00",-20.00%,San Diego County
95832,California,Sacramento,"$1,422.00",-25.00%,Sacramento County
92075,California,Solana Beach,"$1,394.00",-27.00%,San Diego County
91105,California,Pasadena,"$1,577.00",-17.00%,Los Angeles County
95742,California,Rancho Cordova,"$1,349.00",-29.00%,Sacramento County
93301,California,Bakersfield,"$1,418.00",-25.00%,Kern County
94920,California,Tiburon,"$1,383.00",-27.00%,Marin County
93730,California,Fresno,"$1,400.00",-26.00%,Fresno County
92313,California,Grand Terrace,"$1,681.00",-11.00%,San Bernardino County
95814,California,Sacramento,"$1,393.00",-27.00%,Sacramento County
93636,California,Bonadelle Ranchos-Madera Ranchos,"$1,565.00",-18.00%,Madera County
94709,California,Berkeley,"$1,396.00",-26.00%,Alameda County
90040,California,Commerce,"$1,871.00",-1.00%,Los Angeles County
95954,California,Magalia,"$1,705.00",-10.00%,Butte County
93908,California,Salinas,"$1,285.00",-32.00%,Monterey County
93614,California,Coarsegold,"$1,725.00",-9.00%,Madera County
95948,California,Gridley,"$1,564.00",-18.00%,Butte County
95451,California,Kelseyville,"$1,606.00",-15.00%,Lake County
92007,California,Cardiff By The Sea,"$1,349.00",-29.00%,San Diego County
94708,California,Berkeley,"$1,405.00",-26.00%,Alameda County
94707,California,Berkeley,"$1,373.00",-28.00%,Alameda County
90212,California,Beverly Hills,"$2,226.00",17.00%,Los Angeles County
95640,California,Ione,"$1,563.00",-18.00%,Amador County
90402,California,Santa Monica,"$1,906.00",0.00%,Los Angeles County
94065,California,Redwood City,"$1,284.00",-32.00%,San Mateo County
93647,California,Orosi,"$1,428.00",-25.00%,Tulare County
90755,California,Signal Hill,"$1,674.00",-12.00%,Los Angeles County
94965,California,Sausalito,"$1,436.00",-24.00%,Marin County
90248,California,Los Angeles,"$1,845.00",-3.00%,Los Angeles County
91207,California,Glendale,"$1,858.00",-2.00%,Los Angeles County
93109,California,Santa Barbara,"$1,258.00",-34.00%,Santa Barbara County
95073,California,Soquel,"$1,443.00",-24.00%,Santa Cruz County
93646,California,Orange Cove,"$1,575.00",-17.00%,Fresno County
91502,California,Burbank,"$1,855.00",-2.00%,Los Angeles County
95453,California,Lakeport,"$1,604.00",-16.00%,Lake County
95425,California,Cloverdale,"$1,309.00",-31.00%,Sonoma County
95953,California,Live Oak,"$1,473.00",-22.00%,Sutter County
93219,California,Earlimart,"$1,464.00",-23.00%,Tulare County
93442,California,Morro Bay,"$1,120.00",-41.00%,San Luis Obispo County
91978,California,Spring Valley,"$1,409.00",-26.00%,San Diego County
93223,California,Farmersville,"$1,375.00",-28.00%,Tulare County
91024,California,Sierra Madre,"$1,531.00",-19.00%,Los Angeles County
92314,California,Big Bear City,"$1,869.00",-2.00%,San Bernardino County
95326,California,Hughson,"$1,307.00",-31.00%,Stanislaus County
95338,California,Mariposa,"$1,602.00",-16.00%,Mariposa County
95064,California,Santa Cruz,"$1,435.00",-24.00%,Santa Cruz County
95694,California,Winters,"$1,454.00",-23.00%,Yolo County
95713,California,Colfax,"$1,604.00",-16.00%,Placer County
95386,California,Waterford,"$1,344.00",-29.00%,Stanislaus County
93286,California,Woodlake,"$1,467.00",-23.00%,Tulare County
93108,California,Montecito,"$1,375.00",-28.00%,Santa Barbara County
95119,California,San Jose,"$1,233.00",-35.00%,Santa Clara County
93701,California,Fresno,"$1,504.00",-21.00%,Fresno County
94571,California,Rio Vista,"$1,325.00",-30.00%,Solano County
96019,California,Shasta Lake,"$1,800.00",-5.00%,Shasta County
95012,California,Castroville,"$1,308.00",-31.00%,Monterey County
95322,California,Gustine,"$1,367.00",-28.00%,Merced County
92567,California,Nuevo,"$1,686.00",-11.00%,Riverside County
94572,California,Rodeo,"$1,346.00",-29.00%,Contra Costa County
95033,California,Los Gatos,"$1,525.00",-20.00%,Santa Clara County
94925,California,Corte Madera,"$1,415.00",-25.00%,Marin County
92359,California,Mentone,"$1,709.00",-10.00%,San Bernardino County
93546,California,Mammoth Lakes,"$1,597.00",-16.00%,Mono County
92310,California,Fort Irwin,"$1,693.00",-11.00%,San Bernardino County
92252,California,Joshua Tree,"$1,671.00",-12.00%,San Bernardino County
96097,California,Yreka,"$1,704.00",-10.00%,Siskiyou County
93465,California,Templeton,"$1,184.00",-38.00%,San Luis Obispo
95006,California,Boulder Creek,"$1,564.00",-18.00%,Santa Cruz County
93622,California,Firebaugh,"$1,527.00",-20.00%,Fresno County
91935,California,Jamul,"$1,541.00",-19.00%,San Diego County
94158,California,San Francisco,"$1,512.00",-20.00%,San Francisco County
90211,California,Beverly Hills,"$2,236.00",18.00%,Los Angeles County
90211,California,Beverly Hills,"$2,236.00",18.00%,Los Angeles County
90014,California,Los Angeles,"$2,093.00",10.00%,Sonoma County
94931,California,Cotati,"$1,195.00",-37.00%,Los Angeles County
90094,California,Playa Vista,"$1,829.00",-4.00%,Los Angeles County
92320,California,Calimesa,"$1,787.00",-6.00%,Riverside County
92657,California,Newport Coast,"$1,627.00",-14.00%,Orange County
92067,California,Rancho Santa Fe,"$1,467.00",-23.00%,San Diego County
95010,California,Capitola,"$1,372.00",-28.00%,Santa Cruz County
93926,California,Gonzales,"$1,348.00",-29.00%,Monterey County
94930,California,Fairfax,"$1,437.00",-24.00%,Marin County
91020,California,Montrose,"$1,740.00",-8.00%,Los Angeles County
95019,California,Watsonville,"$1,398.00",-26.00%,Santa Cruz County
95324,California,Hilmar-Irwin,"$1,318.00",-31.00%,Merced County
92655,California,Midway City,"$1,542.00",-19.00%,Orange County
92325,California,Crestline,"$1,914.00",1.00%,San Bernardino County
95327,California,Jamestown,"$1,606.00",-15.00%,Tuolumne County
94574,California,St. Helena,"$1,336.00",-30.00%,Napa County
92548,California,Homeland,"$1,689.00",-11.00%,Riverside County
93721,California,Fresno,"$1,470.00",-23.00%,Fresno County
95988,California,Willows,"$1,509.00",-21.00%,Glenn County
92249,California,Heber,"$1,739.00",-8.00%,Imperial County
93620,California,Dos Palos,"$1,322.00",-30.00%,Merced County
92254,California,Mecca,"$1,741.00",-8.00%,Riverside County
95946,California,Penn Valley,"$1,727.00",-9.00%,Nevada County
90077,California,Los Angeles,"$2,149.00",13.00%,Los Angeles County
93644,California,Oakhurst,"$1,712.00",-10.00%,Madera County
92250,California,Holtville,"$1,681.00",-11.00%,Imperial County
95220,California,Acampo,"$1,417.00",-25.00%,San Joaquin County
95726,California,Pollock Pines,"$1,603.00",-16.00%,El Dorado County
95065,California,Live Oak,"$1,444.00",-24.00%,Sutter County
92276,California,Thousand Palms,"$1,722.00",-9.00%,Riverside County
94710,California,Berkeley,"$1,513.00",-20.00%,Alameda County
95316,California,Denair,"$1,320.00",-30.00%,Stanislaus County
90056,California,Ladera Heights,"$1,896.00",0.00%,Los Angeles County
93449,California,Pismo Beach,"$1,159.00",-39.00%,San Luis Obispo County
93463,California,Solvang,"$1,275.00",-33.00%,Santa Barbara County
95005,California,Ben Lomond,"$1,534.00",-19.00%,Santa Cruz County
93625,California,Fowler,"$1,490.00",-22.00%,Fresno County
92241,California,Garnet,"$1,722.00",-9.00%,San Diego County
93434,California,Guadalupe,"$1,237.00",-35.00%,Santa Barbara County
93434,California,Guadalupe,"$1,237.00",-35.00%,Santa Barbara County
95932,California,Colusa,"$1,476.00",-22.00%,Colusa County
95932,California,Colusa,"$1,476.00",-22.00%,Colusa County
94515,California,Calistoga,"$1,324.00",-30.00%,Napa County
94515,California,Calistoga,"$1,324.00",-30.00%,Napa County
92233,California,Calipatria,"$1,723.00",-9.00%,Imperial County
93510,California,Acton,"$2,333.00",23.00%,Los Angeles County
93445,California,Oceano,"$1,136.00",-40.00%,San Luis Obispo County
95139,California,San Jose,"$1,254.00",-34.00%,Santa Clara County
93234,California,Huron,"$1,537.00",-19.00%,Fresno County
94027,California,Atherton,"$1,256.00",-34.00%,San Mateo County
96094,California,Weed,"$1,744.00",-8.00%,Siskiyou County
90401,California,Santa Monica,"$1,825.00",-4.00%,Los Angeles County
96067,California,Mount Shasta,"$1,798.00",-5.00%,Siskiyou County
94939,California,Larkspur,"$1,405.00",-26.00%,Marin County
95811,California,Sacramento,"$1,369.00",-28.00%,Sacramento County
92342,California,Silver Lakes,"$1,741.00",-8.00%,San Bernardino County
94028,California,Portola Valley,"$1,313.00",-31.00%,San Mateo County
93022,California,Oak View,"$1,298.00",-32.00%,Ventura County
95202,California,Stockton,"$1,413.00",-26.00%,San Joaquin County
95631,California,Foresthill,"$1,579.00",-17.00%,Placer County
95436,California,Forestville,"$1,246.00",-34.00%,Sonoma County
93591,California,Lake Los Angeles,"$2,194.00",16.00%,Los Angeles County
95642,California,Jackson,"$1,540.00",-19.00%,Amador County
95672,California,Cameron Park,"$1,516.00",-20.00%,El Dorado County
95619,California,Diamond Springs,"$1,561.00",-18.00%,El Dorado County
95658,California,Newcastle,"$1,493.00",-21.00%,Placer County
93924,California,Carmel Valley Village,"$1,377.00",-27.00%,Monterey County
95693,California,Wilton,"$1,383.00",-27.00%,Sacramento County
92624,California,Capistrano Beach,"$1,633.00",-14.00%,Orange County
95018,California,Felton,"$1,524.00",-20.00%,Santa Cruz County
93615,California,Cutler,"$1,410.00",-26.00%,Fresno County
93267,California,Strathmore,"$1,506.00",-21.00%,Tulare County
92352,California,Lake Arrowhead,"$1,870.00",-2.00%,San Bernardino County
92356,California,Lucerne Valley,"$1,722.00",-9.00%,San Bernardino County
93427,California,Buellton,"$1,273.00",-33.00%,Santa Barbara County
93240,California,Lake Isabella,"$1,631.00",-14.00%,Kern County
95683,California,Rancho Murieta,"$1,459.00",-23.00%,Sacramento County
95987,California,Williams,"$1,480.00",-22.00%,Colusa County
93460,California,Santa Ynez,"$1,233.00",-35.00%,Santa Barbara County
95249,California,San Andreas,"$1,635.00",-14.00%,Calaveras County
95971,California,Quincy,"$1,742.00",-8.00%,Plumas County
95467,California,Hidden Valley Lake,"$1,615.00",-15.00%,Lake County
95046,California,San Martin,"$1,293.00",-32.00%,Santa Clara County
92861,California,Villa Park,"$1,581.00",-17.00%,Orange County
95626,California,Elverta,"$1,413.00",-26.00%,Sacramento County
93256,California,Pixley,"$1,420.00",-25.00%,Tulare County
93656,California,Riverdale,"$1,503.00",-21.00%,Fresno County
92372,California,Pinon Hills,"$1,903.00",0.00%,San Bernardino County
93428,California,Cambria,"$1,169.00",-38.00%,San Luis Obispo County
95709,California,Camino,"$1,620.00",-15.00%,El Dorado County
93270,California,Terra Bella,"$1,463.00",-23.00%,Tulare County
93225,California,Frazier Park,"$1,560.00",-18.00%,Kern County
95231,California,French Camp,"$1,406.00",-26.00%,San Joaquin County
95222,California,Angels,"$1,621.00",-15.00%,Calaveras County
92363,California,Needles,"$1,710.00",-10.00%,San Bernardino County
95470,California,Redwood Valley,"$1,565.00",-18.00%,Mendocino County
93609,California,Caruthers,"$1,487.00",-22.00%,Fresno County
92315,California,Big Bear Lake,"$1,850.00",-3.00%,San Bernardino County
92590,California,Temecula,"$1,691.00",-11.00%,Riverside County
90290,California,Topanga,"$2,200.00",16.00%,Los Angeles County
96101,California,Alturas,"$1,619.00",-15.00%,Modoc County
92210,California,Indian Wells,"$1,677.00",-12.00%,Riverside County
92003,California,Bonsall,"$1,557.00",-18.00%,San Diego County
95912,California,Arbuckle,"$1,477.00",-22.00%,Colusa County
96088,California,Shingletown,"$1,812.00",-5.00%,Shasta County
92278,California,Twentynine Palms,"$1,712.00",-10.00%,San Bernardino County
92278,California,Twentynine Palms,"$1,712.00",-10.00%,San Bernardino County
92823,California,Brea,"$1,623.00",-15.00%,Orange County
95722,California,Meadow Vista,"$1,606.00",-15.00%,Placer County
95446,California,Guerneville,"$1,248.00",-34.00%,Sonoma County
93272,California,Tipton,"$1,430.00",-25.00%,Tulare County
95692,California,Wheatland,"$1,481.00",-22.00%,Yuba County
95692,California,Wheatland,"$1,481.00",-22.00%,Yuba County
95669,California,Plymouth,"$1,578.00",-17.00%,Amador County
96013,California,Burney,"$1,783.00",-6.00%,Shasta County
91708,California,Chino,"$1,587.00",-16.00%,San Bernardino County
92382,California,Running Springs,"$1,887.00",-1.00%,San Bernardino County
93501,California,Mojave,"$1,512.00",-20.00%,Kern County
95685,California,Sutter Creek,"$1,585.00",-17.00%,Amador County
95666,California,Buckhorn,"$1,582.00",-17.00%,Calaveras County
92121,California,San Diego,"$1,385.00",-27.00%,San Diego County
94005,California,Brisbane,"$1,301.00",-31.00%,San Mateo County
92397,California,Wrightwood,"$1,907.00",0.00%,San Bernardino County
93235,California,Ivanhoe,"$1,394.00",-27.00%,Tulare County
96073,California,Palo Cedro,"$1,783.00",-6.00%,Shasta County
95627,California,Esparto,"$1,420.00",-25.00%,Yolo County
95228,California,Copperopolis,"$1,611.00",-15.00%,Calaveras County
95633,California,Garden Valley,"$1,602.00",-16.00%,El Dorado County
95236,California,Linden,"$1,441.00",-24.00%,San Joaquin County
95614,California,Auburn Lake Trails,"$1,585.00",-17.00%,El Dorado County
92539,California,Anza,"$1,877.00",-1.00%,Riverside County
94304,California,Palo Alto,"$1,236.00",-35.00%,Santa Clara County
96064,California,Montague,"$1,747.00",-8.00%,Siskiyou County
95045,California,San Juan Bautista,"$1,356.00",-29.00%,San Benito County
95655,California,Mather,"$1,388.00",-27.00%,Sacramento County
91906,California,Campo,"$1,710.00",-10.00%,San Diego County
95004,California,Aromas,"$1,346.00",-29.00%,Santa Cruz County
95365,California,Planada,"$1,363.00",-28.00%,Merced County
93202,California,Armona,"$1,449.00",-24.00%,Kings County
93451,California,San Miguel,"$1,216.00",-36.00%,San Luis Obispo County
95938,California,Durham,"$1,571.00",-17.00%,Butte County
90704,California,Avalon,"$1,646.00",-13.00%,Los Angeles County
96055,California,Los Molinos,"$1,663.00",-12.00%,Tehama County
90010,California,Los Angeles,"$1,983.00",4.00%,Los Angeles County
94508,California,Angwin,"$1,344.00",-29.00%,Napa County
93660,California,San Joaquin,"$1,553.00",-18.00%,Fresno County
94111,California,San Francisco,"$1,563.00",-18.00%,San Francisco County
94129,California,San Francisco,"$1,506.00",-21.00%,San Francisco County
95623,California,El Dorado,"$1,571.00",-17.00%,El Dorado County
95634,California,Georgetown,"$1,640.00",-14.00%,El Dorado County
95917,California,Biggs,"$1,574.00",-17.00%,Butte County
95379,California,Tuolumne City,"$1,612.00",-15.00%,Tuolumne County
95247,California,Murphys,"$1,665.00",-12.00%,Calaveras County
95053,California,Santa Clara,"$1,185.00",-38.00%,Santa Clara County
92661,California,Newport Beach,"$1,585.00",-17.00%,Orange County
95258,California,Woodbridge,"$1,408.00",-26.00%,San Joaquin County
95383,California,Twain Harte,"$1,609.00",-15.00%,Tuolumne County
93953,California,Del Monte Forest,"$1,299.00",-32.00%,Monterey County
93675,California,Squaw Valley,"$1,718.00",-10.00%,Fresno County
90089,California,Los Angeles,"$1,961.00",3.00%,Los Angeles County
95665,California,Pine Grove,"$1,578.00",-17.00%,Amador County
93523,California,Edwards AFB,"$1,481.00",-22.00%,Kern County
95328,California,Keyes,"$1,335.00",-30.00%,Stanislaus County
94951,California,Penngrove,"$1,210.00",-36.00%,Sonoma County
95237,California,Lockeford,"$1,413.00",-26.00%,San Joaquin County
93437,California,Vandenberg AFB,"$1,266.00",-33.00%,Santa Barbara County
95423,California,Clearlake Oaks,"$1,587.00",-16.00%,Lake County
