Zip Code,State,City,Average Annual Cost,Percent difference from national average,County
94025,California,Menlo Park,"$1,253.00",-34.00%,San Mateo County
95380,California,Turlock,"$1,283.00",-32.00%,Stanislaus County
94928,California,Rohnert Park,"$1,175.00",-38.00%,Sonoma County
94121,California,San Francisco,"$1,517.00",-20.00%,San Francisco County
93702,California,Fresno,"$1,474.00",-22.00%,Fresno County
91789,California,Walnut,"$1,632.00",-14.00%,Los Angeles County
94117,California,San Francisco,"$1,537.00",-19.00%,San Francisco County
95762,California,El Dorado Hills,"$1,461.00",-23.00%,El Dorado County
94134,California,San Francisco,"$1,552.00",-18.00%,San Francisco County
94605,California,Oakland,"$1,523.00",-20.00%,Alameda County
95831,California,Sacramento,"$1,365.00",-28.00%,Sacramento County
95678,California,Roseville,"$1,349.00",-29.00%,Placer County
94561,California,Oakley,"$1,313.00",-31.00%,Contra Costa County
93619,California,Clovis,"$1,431.00",-25.00%,Fresno County
93726,California,Fresno,"$1,472.00",-22.00%,Fresno County
94521,California,Concord,"$1,329.00",-30.00%,Contra Costa County
95407,California,Santa Rosa,"$1,197.00",-37.00%,Sonoma County
93292,California,Visalia,"$1,352.00",-29.00%,Tulare County
90241,California,Downey,"$1,855.00",-2.00%,Los Angeles County
95132,California,San Jose,"$1,285.00",-32.00%,Santa Clara County
91360,California,Thousand Oaks,"$1,316.00",-31.00%,Ventura County
94578,California,San Leandro,"$1,360.00",-28.00%,Alameda County
94010,California,Burlingame,"$1,264.00",-33.00%,San Mateo County
92101,California,San Diego,"$1,307.00",-31.00%,San Diego County
92102,California,San Diego,"$1,303.00",-31.00%,San Diego County
90007,California,Los Angeles,"$2,098.00",10.00%,Los Angeles County
92308,California,Apple Valley,"$1,670.00",-12.00%,San Bernardino County
90059,California,Los Angeles,"$2,082.00",10.00%,Los Angeles County
90501,California,Torrance,"$1,564.00",-18.00%,Los Angeles County
94531,California,Antioch,"$1,346.00",-29.00%,Contra Costa County
90815,California,Long Beach,"$1,682.00",-11.00%,Los Angeles County
91311,California,Los Angeles,"$1,976.00",4.00%,Los Angeles County
95621,California,Citrus Heights,"$1,410.00",-26.00%,Sacramento County
90275,California,Rancho Palos Verdes,"$1,638.00",-14.00%,Los Angeles County
90242,California,Downey,"$1,866.00",-2.00%,Los Angeles County
95210,California,Stockton,"$1,429.00",-25.00%,San Joaquin County
92591,California,Temecula,"$1,611.00",-15.00%,Riverside County
91016,California,Monrovia,"$1,525.00",-20.00%,Los Angeles County
92253,California,La Quinta,"$1,647.00",-13.00%,Riverside County
93635,California,Los Banos,"$1,351.00",-29.00%,Merced County
93706,California,Fresno,"$1,483.00",-22.00%,Fresno County
94804,California,Richmond,"$1,365.00",-28.00%,Contra Costa County
95926,California,Chico,"$1,501.00",-21.00%,Butte County
90806,California,Long Beach,"$1,704.00",-10.00%,Los Angeles County
94118,California,San Francisco,"$1,526.00",-20.00%,San Francisco County
94901,California,San Rafael,"$1,294.00",-32.00%,Marin County
90605,California,South Whittier,"$1,639.00",-14.00%,Los Angeles County
91387,California,Canyon Country,"$1,978.00",4.00%,Los Angeles County
93637,California,Madera,"$1,516.00",-20.00%,Madera County
95628,California,Fair Oaks,"$1,386.00",-27.00%,Sacramento County
95991,California,Yuba City,"$1,468.00",-23.00%,Sutter County
91942,California,La Mesa,"$1,357.00",-29.00%,San Diego County
92054,California,Oceanside,"$1,398.00",-26.00%,San Diego County
95337,California,Manteca,"$1,382.00",-27.00%,San Joaquin County
93454,California,Santa Maria,"$1,181.00",-38.00%,Santa Barbara County
90604,California,South Whittier,"$1,616.00",-15.00%,Los Angeles County
91401,California,Van Nuys,"$2,008.00",6.00%,Los Angeles County
95833,California,Sacramento,"$1,402.00",-26.00%,Sacramento County
95695,California,Woodland,"$1,364.00",-28.00%,Yolo County
95129,California,San Jose,"$1,200.00",-37.00%,Santa Clara County
92806,California,Anaheim,"$1,548.00",-18.00%,Orange County
90278,California,Redondo Beach,"$1,585.00",-17.00%,Los Angeles County
95838,California,Sacramento,"$1,411.00",-26.00%,Sacramento County
95765,California,Rocklin,"$1,349.00",-29.00%,Placer County
91701,California,Rancho Cucamonga,"$1,590.00",-16.00%,San Bernardino County
95301,California,Atwater,"$1,315.00",-31.00%,Merced County
92231,California,Calexico,"$1,728.00",-9.00%,Imperial County
92675,California,San Juan Capistrano,"$1,676.00",-12.00%,Orange County
93534,California,Lancaster,"$2,184.00",15.00%,Los Angeles County
90045,California,Los Angeles,"$1,756.00",-8.00%,Los Angeles County
93552,California,Palmdale,"$2,226.00",17.00%,Los Angeles County
90808,California,Long Beach,"$1,656.00",-13.00%,Los Angeles County
92337,California,Fontana,"$1,612.00",-15.00%,San Bernardino County
91763,California,Montclair,"$1,539.00",-19.00%,San Bernardino County
90031,California,Los Angeles,"$2,070.00",9.00%,Los Angeles County
95835,California,Sacramento,"$1,396.00",-26.00%,Sacramento County
90020,California,Los Angeles,"$1,975.00",4.00%,Los Angeles County
91739,California,Rancho Cucamonga,"$1,624.00",-14.00%,San Bernardino County
90301,California,Inglewood,"$1,974.00",4.00%,Los Angeles County
92083,California,Vista,"$1,387.00",-27.00%,San Diego County
95826,California,Rosemont,"$1,404.00",-26.00%,Sacramento County
95691,California,West Sacramento,"$1,366.00",-28.00%,Yolo County
90802,California,Long Beach,"$1,710.00",-10.00%,Los Angeles County
92821,California,Brea,"$1,597.00",-16.00%,Orange County
92706,California,Santa Ana,"$1,527.00",-20.00%,Orange County
94611,California,Oakland,"$1,430.00",-25.00%,Alameda County
94954,California,Petaluma,"$1,207.00",-36.00%,Sonoma County
90005,California,Los Angeles,"$2,116.00",11.00%,Los Angeles County
95050,California,Santa Clara,"$1,194.00",-37.00%,Santa Clara County
95401,California,Santa Rosa,"$1,177.00",-38.00%,Sonoma County
92307,California,Apple Valley,"$1,655.00",-13.00%,San Bernardino County
94520,California,Concord,"$1,324.00",-30.00%,Contra Costa County
93305,California,Bakersfield,"$1,422.00",-25.00%,Kern County
93711,California,Fresno,"$1,402.00",-26.00%,Fresno County
94044,California,Pacifica,"$1,284.00",-32.00%,San Mateo County
91776,California,San Gabriel,"$1,470.00",-23.00%,Los Angeles County
95928,California,Chico,"$1,516.00",-20.00%,Butte County
91350,California,Santa Clarita,"$1,915.00",1.00%,Los Angeles County
94583,California,San Ramon,"$1,344.00",-29.00%,Contra Costa County
92508,California,Riverside,"$1,644.00",-13.00%,Riverside County
94534,California,Fairfield,"$1,304.00",-31.00%,Solano County
95404,California,Santa Rosa,"$1,195.00",-37.00%,Sonoma County
93245,California,Lemoore,"$1,452.00",-24.00%,Kings County
92037,California,La Jolla,"$1,338.00",-30.00%,San Diego County
95121,California,San Jose,"$1,282.00",-32.00%,Santa Clara County
93021,California,Moorpark,"$1,303.00",-31.00%,Ventura County
95120,California,San Jose,"$1,256.00",-34.00%,Santa Clara County
94061,California,Redwood City,"$1,253.00",-34.00%,San Mateo County
90804,California,Long Beach,"$1,700.00",-10.00%,Los Angeles County
95688,California,Vacaville,"$1,345.00",-29.00%,Solano County
90036,California,Los Angeles,"$2,008.00",6.00%,Los Angeles County
95382,California,Turlock,"$1,289.00",-32.00%,Stanislaus County
94555,California,Fremont,"$1,316.00",-31.00%,Alameda County
91104,California,Pasadena,"$1,562.00",-18.00%,Los Angeles County
95993,California,Yuba City,"$1,495.00",-21.00%,Sutter County
94606,California,Oakland,"$1,522.00",-20.00%,Alameda County
91205,California,Glendale,"$1,748.00",-8.00%,Los Angeles County
92543,California,Hemet,"$1,594.00",-16.00%,Riverside County
94590,California,Vallejo,"$1,327.00",-30.00%,Solano County
95825,California,Arden-Arcade,"$1,382.00",-27.00%,Sacramento County
90012,California,Los Angeles,"$2,072.00",9.00%,Los Angeles County
91340,California,San Fernando,"$1,949.00",3.00%,Los Angeles County
95476,California,Sonoma,"$1,215.00",-36.00%,Sonoma County
95205,California,Stockton,"$1,425.00",-25.00%,San Joaquin County
91362,California,Thousand Oaks,"$1,360.00",-28.00%,Ventura County
95126,California,San Jose,"$1,239.00",-35.00%,Santa Clara County
95660,California,North Highlands,"$1,410.00",-26.00%,Sacramento County
90505,California,Torrance,"$1,576.00",-17.00%,Los Angeles County
91001,California,Altadena,"$1,608.00",-15.00%,Los Angeles County
90810,California,Long Beach,"$1,755.00",-8.00%,Los Angeles County
90049,California,Los Angeles,"$2,050.00",8.00%,Los Angeles County
92883,California,Temescal Valley,"$1,766.00",-7.00%,Riverside County
93657,California,Sanger,"$1,559.00",-18.00%,Fresno County
92065,California,Ramona,"$1,568.00",-17.00%,San Diego County
95821,California,Arden-Arcade,"$1,394.00",-27.00%,Sacramento County
95062,California,Live Oak,"$1,361.00",-28.00%,Sutter County
95340,California,Merced,"$1,338.00",-30.00%,Merced County
93705,California,Fresno,"$1,418.00",-25.00%,Fresno County
94588,California,Pleasanton,"$1,213.00",-36.00%,Alameda County
93405,California,San Luis Obispo,"$1,169.00",-38.00%,San Luis Obispo County
94124,California,San Francisco,"$1,555.00",-18.00%,San Francisco County
92869,California,Orange,"$1,596.00",-16.00%,Orange County
95973,California,Chico,"$1,510.00",-20.00%,Butte County
91711,California,Claremont,"$1,955.00",3.00%,Los Angeles County
92240,California,Desert Hot Springs,"$1,752.00",-8.00%,Riverside County
92831,California,Fullerton,"$1,549.00",-18.00%,Orange County
92139,California,San Diego,"$1,295.00",-32.00%,San Diego County
90029,California,Los Angeles,"$2,010.00",6.00%,Los Angeles County
91326,California,Porter Ranch,"$2,055.00",8.00%,Los Angeles County
94063,California,Redwood City,"$1,249.00",-34.00%,San Mateo County
91752,California,Mira Loma,"$1,656.00",-13.00%,Riverside County
94404,California,Foster City,"$1,255.00",-34.00%,San Mateo County
92807,California,Anaheim,"$1,612.00",-15.00%,Orange County
95128,California,San Jose,"$1,237.00",-35.00%,Santa Clara County
90062,California,Los Angeles,"$2,116.00",11.00%,Los Angeles County
92649,California,Huntington Beach,"$1,553.00",-18.00%,Orange County
93012,California,Camarillo,"$1,267.00",-33.00%,Ventura County
91768,California,Pomona,"$1,932.00",2.00%,Los Angeles County
94603,California,Oakland,"$1,579.00",-17.00%,Alameda County
93612,California,Clovis,"$1,386.00",-27.00%,Fresno County
95667,California,Placerville,"$1,579.00",-17.00%,El Dorado County
90621,California,Buena Park,"$1,549.00",-18.00%,Orange County
92660,California,Newport Beach,"$1,586.00",-16.00%,Orange County
91601,California,North Hollywood,"$1,928.00",2.00%,Los Angeles County
94952,California,Petaluma,"$1,197.00",-37.00%,Sonoma County
95901,California,Marysville,"$1,477.00",-22.00%,Yuba County
95820,California,Sacramento,"$1,406.00",-26.00%,Sacramento County
93561,California,Tehachapi,"$1,609.00",-15.00%,Kern County
94114,California,San Francisco,"$1,550.00",-18.00%,San Francisco County
90266,California,Manhattan Beach,"$1,578.00",-17.00%,Los Angeles County
94401,California,San Mateo,"$1,247.00",-34.00%,San Mateo County
91722,California,Covina,"$1,604.00",-16.00%,Los Angeles County
94523,California,Pleasant Hill,"$1,326.00",-30.00%,Contra Costa County
92131,California,San Diego,"$1,380.00",-27.00%,San Diego County
91780,California,Temple City,"$1,463.00",-23.00%,Los Angeles County
92394,California,Victorville,"$1,675.00",-12.00%,San Bernardino County
94040,California,Mountain View,"$1,184.00",-38.00%,Santa Clara County
92301,California,Adelanto,"$1,743.00",-8.00%,San Bernardino County
93955,California,Seaside,"$1,295.00",-32.00%,Monterey County
92596,California,French Valley,"$1,638.00",-14.00%,Riverside County
92672,California,San Clemente,"$1,659.00",-13.00%,Orange County
91325,California,Northridge,"$2,027.00",7.00%,Los Angeles County
95361,California,Oakdale,"$1,334.00",-30.00%,Stanislaus County
92260,California,Palm Desert,"$1,652.00",-13.00%,Riverside County
90222,California,Willowbrook,"$2,001.00",5.00%,Los Angeles County
90260,California,Lawndale,"$1,861.00",-2.00%,Los Angeles County
90277,California,Redondo Beach,"$1,588.00",-16.00%,Los Angeles County
91750,California,La Verne,"$1,918.00",1.00%,Los Angeles County
92551,California,Moreno Valley,"$1,667.00",-12.00%,Riverside County
91321,California,Santa Clarita,"$1,963.00",3.00%,Los Angeles County
95348,California,Merced,"$1,343.00",-29.00%,Merced County
92103,California,San Diego,"$1,289.00",-32.00%,San Diego County
93710,California,Fresno,"$1,407.00",-26.00%,Fresno County
92123,California,San Diego,"$1,305.00",-31.00%,San Diego County
95341,California,Merced,"$1,338.00",-30.00%,Merced County
92595,California,Wildomar,"$1,754.00",-8.00%,Riverside County
91604,California,Studio City,"$2,023.00",7.00%,Los Angeles County
96001,California,Redding,"$1,771.00",-7.00%,Shasta County
93422,California,Atascadero,"$1,215.00",-36.00%,San Luis Obispo County
91915,California,Chula Vista,"$1,381.00",-27.00%,San Diego County
92841,California,Garden Grove,"$1,520.00",-20.00%,Orange County
96002,California,Redding,"$1,757.00",-7.00%,Shasta County
93555,California,Ridgecrest,"$1,412.00",-26.00%,Kern County
94115,California,San Francisco,"$1,511.00",-20.00%,San Francisco County
91007,California,Arcadia,"$1,463.00",-23.00%,Los Angeles County
94621,California,Oakland,"$1,579.00",-17.00%,Alameda County
93060,California,Santa Paula,"$1,268.00",-33.00%,Ventura County
91206,California,Glendale,"$1,817.00",-4.00%,Los Angeles County
94526,California,Danville,"$1,353.00",-29.00%,Contra Costa County
91773,California,San Dimas,"$1,670.00",-12.00%,Los Angeles County
91107,California,Pasadena,"$1,561.00",-18.00%,Los Angeles County
92220,California,Banning,"$1,788.00",-6.00%,Riverside County
91754,California,Monterey Park,"$1,463.00",-23.00%,Los Angeles County
91791,California,West Covina,"$1,627.00",-14.00%,Los Angeles County
95842,California,Foothill Farms,"$1,421.00",-25.00%,Sacramento County
94102,California,San Francisco,"$1,516.00",-20.00%,San Francisco County
90230,California,Culver City,"$1,837.00",-3.00%,Los Angeles County
91941,California,La Mesa,"$1,370.00",-28.00%,San Diego County
91354,California,Santa Clarita,"$1,913.00",1.00%,Los Angeles County
91423,California,Sherman Oaks,"$2,028.00",7.00%,Los Angeles County
92679,California,Coto De Caza,"$1,735.00",-9.00%,Orange County
95118,California,San Jose,"$1,214.00",-36.00%,Santa Clara County
92124,California,San Diego,"$1,338.00",-30.00%,San Diego County
94941,California,Mill Valley,"$1,421.00",-25.00%,Marin County
90504,California,Torrance,"$1,561.00",-18.00%,Los Angeles County
93940,California,Monterey,"$1,281.00",-33.00%,Monterey County
90807,California,Long Beach,"$1,666.00",-12.00%,Los Angeles County
92881,California,Corona,"$1,652.00",-13.00%,Riverside County
93101,California,Santa Barbara,"$1,268.00",-33.00%,Santa Barbara County
90606,California,West Whittier-Los Nietos,"$1,620.00",-15.00%,Los Angeles County
92311,California,Barstow,"$1,732.00",-9.00%,San Bernardino County
95377,California,Tracy,"$1,439.00",-24.00%,San Joaquin County
95358,California,Modesto,"$1,330.00",-30.00%,Stanislaus County
94545,California,Hayward,"$1,360.00",-28.00%,Alameda County
91006,California,Arcadia,"$1,485.00",-22.00%,Los Angeles County
92373,California,Redlands,"$1,673.00",-12.00%,San Bernardino County
95356,California,Modesto,"$1,319.00",-31.00%,Stanislaus County
95662,California,Orangevale,"$1,383.00",-27.00%,Sacramento County
92116,California,San Diego,"$1,307.00",-31.00%,San Diego County
92203,California,Indio,"$1,653.00",-13.00%,Riverside County
90803,California,Long Beach,"$1,727.00",-9.00%,Los Angeles County
93703,California,Fresno,"$1,477.00",-22.00%,Fresno County
95131,California,San Jose,"$1,244.00",-34.00%,Santa Clara County
92583,California,San Jacinto,"$1,663.00",-12.00%,Riverside County
92612,California,Irvine,"$1,585.00",-17.00%,Orange County
95632,California,Galt,"$1,364.00",-28.00%,Sacramento County
94043,California,Mountain View,"$1,193.00",-37.00%,Santa Clara County
93618,California,Dinuba,"$1,397.00",-26.00%,Tulare County
90008,California,Los Angeles,"$2,127.00",12.00%,Los Angeles County
95661,California,Roseville,"$1,389.00",-27.00%,Placer County
93001,California,San Buenaventura (Ventura),"$1,237.00",-35.00%,Ventura County
95482,California,Ukiah,"$1,552.00",-18.00%,Mendocino County
95117,California,San Jose,"$1,233.00",-35.00%,Santa Clara County
91214,California,La Crescenta,"$1,776.00",-6.00%,Los Angeles County
92107,California,San Diego,"$1,309.00",-31.00%,San Diego County
94103,California,San Francisco,"$1,535.00",-19.00%,San Francisco County
94608,California,Oakland,"$1,492.00",-21.00%,Alameda County
94610,California,Oakland,"$1,466.00",-23.00%,Alameda County
94801,California,Richmond,"$1,333.00",-30.00%,Contra Costa County
95070,California,Saratoga,"$1,239.00",-35.00%,Santa Clara County
90028,California,Los Angeles,"$2,033.00",7.00%,Los Angeles County
93004,California,San Buenaventura (Ventura),"$1,222.00",-36.00%,Ventura County
92173,California,San Ysidro,"$1,323.00",-30.00%,San Diego County
91505,California,Burbank,"$1,863.00",-2.00%,Los Angeles County
95834,California,Sacramento,"$1,392.00",-27.00%,Sacramento County
91607,California,Valley Village,"$1,995.00",5.00%,Los Angeles County
91303,California,Canoga Park,"$1,924.00",1.00%,Los Angeles County
96080,California,Red Bluff,"$1,689.00",-11.00%,Tehama County
91324,California,Northridge,"$1,969.00",4.00%,Los Angeles County
90680,California,Stanton,"$1,530.00",-19.00%,Orange County
93314,California,Rosedale,"$1,486.00",-22.00%,Kern County
93654,California,Reedley,"$1,527.00",-20.00%,Fresno County
92405,California,San Bernardino,"$1,641.00",-14.00%,San Bernardino County
90712,California,Lakewood,"$1,812.00",-5.00%,Los Angeles County
91351,California,Santa Clarita,"$1,964.00",3.00%,Los Angeles County
91356,California,Tarzana,"$2,127.00",12.00%,Los Angeles County
92673,California,San Clemente,"$1,700.00",-10.00%,Orange County
90601,California,Whittier,"$1,656.00",-13.00%,Los Angeles County
95134,California,San Jose,"$1,214.00",-36.00%,Santa Clara County
94131,California,San Francisco,"$1,537.00",-19.00%,San Francisco County
93662,California,Selma,"$1,483.00",-22.00%,Fresno County
94132,California,San Francisco,"$1,520.00",-20.00%,San Francisco County
92081,California,Vista,"$1,403.00",-26.00%,San Diego County
94070,California,San Carlos,"$1,246.00",-34.00%,San Mateo County
91316,California,Encino,"$2,137.00",13.00%,Los Angeles County
96150,California,South Lake Tahoe,"$1,541.00",-19.00%,El Dorado County
91731,California,El Monte,"$1,472.00",-22.00%,Los Angeles County
95824,California,Sacramento,"$1,411.00",-26.00%,Sacramento County
94589,California,Vallejo,"$1,323.00",-30.00%,Solano County
94903,California,San Rafael,"$1,301.00",-31.00%,Marin County
91803,California,Alhambra,"$1,491.00",-21.00%,Los Angeles County
92653,California,Laguna Hills,"$1,688.00",-11.00%,Orange County
92110,California,San Diego,"$1,288.00",-32.00%,San Diego County
90039,California,Los Angeles,"$1,970.00",4.00%,Los Angeles County
95603,California,Auburn,"$1,502.00",-21.00%,Placer County
93420,California,Arroyo Grande,"$1,155.00",-39.00%,San Luis Obispo County
90041,California,Los Angeles,"$2,016.00",6.00%,Los Angeles County
91746,California,West Puente Valley,"$1,529.00",-19.00%,Los Angeles County
91792,California,West Covina,"$1,647.00",-13.00%,Los Angeles County
92120,California,San Diego,"$1,353.00",-29.00%,San Diego County
94107,California,San Francisco,"$1,536.00",-19.00%,San Francisco County
95472,California,Sebastopol,"$1,219.00",-36.00%,Sonoma County
94580,California,San Lorenzo,"$1,347.00",-29.00%,Los Angeles County
94602,California,Oakland,"$1,492.00",-21.00%,Alameda County
95682,California,Cameron Park,"$1,492.00",-21.00%,El Dorado County
94704,California,Berkeley,"$1,450.00",-24.00%,Alameda County
95492,California,Windsor,"$1,218.00",-36.00%,Sonoma County
95966,California,Oroville East,"$1,672.00",-12.00%,Butte County
91355,California,Valencia,"$1,898.00",0.00%,Los Angeles County
90302,California,Inglewood,"$1,978.00",4.00%,Los Angeles County
94585,California,Suisun City,"$1,332.00",-30.00%,Solano County
94585,California,Suisun City,"$1,332.00",-30.00%,Solano County
94549,California,Lafayette,"$1,349.00",-29.00%,Contra Costa County
93704,California,Fresno,"$1,477.00",-22.00%,Fresno County
92316,California,Bloomington,"$1,632.00",-14.00%,San Bernardino County
95219,California,Stockton,"$1,423.00",-25.00%,San Joaquin County
95829,California,Vineyard,"$1,399.00",-26.00%,Sacramento County
95961,California,Olivehurst,"$1,486.00",-22.00%,Yuba County
95204,California,Stockton,"$1,406.00",-26.00%,San Joaquin County
94518,California,Concord,"$1,313.00",-31.00%,Contra Costa County
91384,California,Castaic,"$1,971.00",4.00%,Los Angeles County
90061,California,Los Angeles,"$2,070.00",9.00%,Los Angeles County
93401,California,San Luis Obispo,"$1,140.00",-40.00%,San Luis Obispo County
90038,California,Los Angeles,"$2,027.00",7.00%,Los Angeles County
90710,California,Harbor City,"$1,582.00",-17.00%,Los Angeles County
92262,California,Palm Springs,"$1,787.00",-6.00%,Riverside County
93035,California,Oxnard,"$1,224.00",-36.00%,Ventura County
91364,California,Woodland Hills,"$1,978.00",4.00%,Los Angeles County
93280,California,Wasco,"$1,558.00",-18.00%,Kern County
95363,California,Patterson,"$1,365.00",-28.00%,Stanislaus County
92604,California,Irvine,"$1,555.00",-18.00%,Orange County
95370,California,Sonora,"$1,608.00",-15.00%,Tuolumne County
94510,California,Benicia,"$1,306.00",-31.00%,Solano County
95212,California,Stockton,"$1,428.00",-25.00%,San Joaquin County
95133,California,San Jose,"$1,248.00",-34.00%,Santa Clara County
93901,California,Salinas,"$1,237.00",-35.00%,Monterey County
91504,California,Burbank,"$1,882.00",-1.00%,Los Angeles County
90713,California,Lakewood,"$1,816.00",-4.00%,Los Angeles County
94062,California,Redwood City,"$1,301.00",-31.00%,San Mateo County
90017,California,Los Angeles,"$1,961.00",3.00%,Los Angeles County
90035,California,Los Angeles,"$1,938.00",2.00%,Los Angeles County
94306,California,Palo Alto,"$1,192.00",-37.00%,Santa Clara County
94559,California,Napa,"$1,262.00",-34.00%,Napa County
90291,California,Venice,"$1,781.00",-6.00%,Los Angeles County
91724,California,Covina,"$1,639.00",-14.00%,Los Angeles County
90405,California,Santa Monica,"$1,823.00",-4.00%,Los Angeles County
92614,California,Irvine,"$1,568.00",-17.00%,Orange County
90746,California,Carson,"$1,891.00",0.00%,Los Angeles County
92606,California,Irvine,"$1,554.00",-18.00%,Orange County
95242,California,Lodi,"$1,384.00",-27.00%,San Joaquin County
91755,California,Monterey Park,"$1,471.00",-23.00%,Los Angeles County
95618,California,Davis,"$1,370.00",-28.00%,Yolo County
92860,California,Norco,"$1,680.00",-12.00%,Riverside County
93725,California,Fresno,"$1,484.00",-22.00%,Fresno County
92227,California,Brawley,"$1,690.00",-11.00%,Imperial County
94506,California,Blackhawk,"$1,403.00",-26.00%,Contra Costa County
90270,California,Maywood,"$1,862.00",-2.00%,Los Angeles County
92008,California,Carlsbad,"$1,357.00",-29.00%,San Diego County
92629,California,Dana Point,"$1,686.00",-11.00%,Orange County
93960,California,Soledad,"$1,339.00",-29.00%,Monterey County
94002,California,Belmont,"$1,262.00",-34.00%,San Mateo County
91302,California,Calabasas,"$1,952.00",3.00%,Los Angeles County
93105,California,Santa Barbara,"$1,341.00",-29.00%,Santa Barbara County
94133,California,San Francisco,"$1,510.00",-20.00%,San Francisco County
91945,California,Lemon Grove,"$1,358.00",-28.00%,San Diego County
95677,California,Rocklin,"$1,357.00",-29.00%,Placer County
91103,California,Pasadena,"$1,581.00",-17.00%,Los Angeles County
90240,California,Downey,"$1,856.00",-2.00%,Los Angeles County
95409,California,Santa Rosa,"$1,207.00",-36.00%,Sonoma County
92694,California,Ladera Ranch,"$1,755.00",-8.00%,Orange County
94598,California,Walnut Creek,"$1,329.00",-30.00%,Contra Costa County
91042,California,Tujunga,"$1,994.00",5.00%,Los Angeles County
90304,California,Lennox,"$1,963.00",3.00%,Los Angeles County
92868,California,Orange,"$1,526.00",-20.00%,Orange County
91010,California,Duarte,"$1,589.00",-16.00%,Los Angeles County
92411,California,San Bernardino,"$1,648.00",-13.00%,San Bernardino County
91932,California,Imperial Beach,"$1,339.00",-29.00%,San Diego County
91784,California,Upland,"$1,543.00",-19.00%,San Bernardino County
95945,California,Grass Valley,"$1,700.00",-10.00%,Nevada County
90249,California,Gardena,"$1,867.00",-2.00%,Los Angeles County
92835,California,Fullerton,"$1,565.00",-18.00%,Orange County
91740,California,Glendora,"$1,622.00",-15.00%,Los Angeles County
94547,California,Hercules,"$1,336.00",-30.00%,Contra Costa County
94123,California,San Francisco,"$1,495.00",-21.00%,San Francisco County
91741,California,Glendora,"$1,649.00",-13.00%,Los Angeles County
94803,California,Richmond,"$1,339.00",-29.00%,Contra Costa County
91301,California,Agoura Hills,"$1,785.00",-6.00%,Los Angeles County
90064,California,Los Angeles,"$1,892.00",0.00%,Los Angeles County
94402,California,San Mateo,"$1,261.00",-34.00%,San Mateo County
95815,California,Sacramento,"$1,421.00",-25.00%,Sacramento County
94530,California,El Cerrito,"$1,325.00",-30.00%,Contra Costa County
92832,California,Fullerton,"$1,524.00",-20.00%,Orange County
95032,California,Los Gatos,"$1,222.00",-36.00%,Santa Clara County
91403,California,Sherman Oaks,"$2,098.00",10.00%,Los Angeles County
94947,California,Novato,"$1,342.00",-29.00%,Marin County
91307,California,Los Angeles,"$2,084.00",10.00%,Los Angeles County
92284,California,Yucca Valley,"$1,746.00",-8.00%,San Bernardino County
94607,California,Oakland,"$1,522.00",-20.00%,Alameda County
92211,California,Palm Desert,"$1,685.00",-11.00%,Riverside County
91030,California,South Pasadena,"$1,565.00",-18.00%,Los Angeles County
95215,California,Garden Acres,"$1,431.00",-25.00%,Fresno County
90602,California,Whittier,"$1,648.00",-13.00%,Los Angeles County
92532,California,Lake Elsinore,"$1,716.00",-10.00%,Riverside County
95003,California,Rio del Mar,"$1,387.00",-27.00%,Santa Cruz County
91106,California,Pasadena,"$1,583.00",-17.00%,Los Angeles County
93933,California,Marina,"$1,289.00",-32.00%,Los Angeles County
95864,California,Arden-Arcade,"$1,415.00",-25.00%,Sacramento County
95367,California,Riverbank,"$1,335.00",-30.00%,Stanislaus County
92119,California,San Diego,"$1,360.00",-28.00%,San Diego County
91411,California,Van Nuys,"$2,016.00",6.00%,Los Angeles County
92011,California,Carlsbad,"$1,379.00",-27.00%,San Diego County
94619,California,Oakland,"$1,508.00",-21.00%,Alameda County
95503,California,Eureka,"$1,380.00",-27.00%,Humboldt County
90274,California,Palos Verdes Estates,"$1,636.00",-14.00%,Los Angeles County
91775,California,East San Gabriel,"$1,467.00",-23.00%,Los Angeles County
95354,California,Modesto,"$1,352.00",-29.00%,Stanislaus County
92277,California,Twentynine Palms,"$1,650.00",-13.00%,San Bernardino County
90403,California,Santa Monica,"$1,874.00",-1.00%,Los Angeles County
93907,California,Prunedale,"$1,274.00",-33.00%,Monterey County
92251,California,Imperial,"$1,675.00",-12.00%,Imperial County
95776,California,Woodland,"$1,367.00",-28.00%,Yolo County
90740,California,Seal Beach,"$1,497.00",-21.00%,Orange County
93041,California,Port Hueneme,"$1,242.00",-35.00%,Ventura County
95330,California,Lathrop,"$1,407.00",-26.00%,San Joaquin County
91737,California,Rancho Cucamonga,"$1,638.00",-14.00%,San Bernardino County
95531,California,Crescent City,"$1,420.00",-25.00%,Del Norte County
90303,California,Inglewood,"$1,989.00",5.00%,Los Angeles County
95054,California,Santa Clara,"$1,191.00",-37.00%,Santa Clara County
95501,California,Eureka,"$1,370.00",-28.00%,Humboldt County
90292,California,Los Angeles,"$1,763.00",-7.00%,Los Angeles County
90015,California,Los Angeles,"$2,100.00",11.00%,Los Angeles County
92585,California,Sun City,"$1,661.00",-13.00%,Maricopa County
92651,California,Laguna Beach,"$1,624.00",-14.00%,Orange County
94609,California,Oakland,"$1,524.00",-20.00%,Alameda County
94024,California,Los Altos,"$1,191.00",-37.00%,Santa Clara County
96007,California,Anderson,"$1,712.00",-10.00%,Shasta County
94085,California,Sunnyvale,"$1,194.00",-37.00%,Santa Clara County
